SampleID,FGA,TPO,D1S1609,D2S441,D8S1108,D21S2052,D18S51,Population
AME_9,NA,"117.0,109.0","176.0,172.0","127.0,131.0","248.0,252.0","117.0,100.0",NA,Amerindians 
AME_10,NA,"117.0,113.0","162.0,172.0","127.0,132.0","248.0,248.0","125.0,121.0",NA,Amerindians 
KAR_1,NA,"109.0,113.0","162.0,162.0","131.0,131.0","244.0,244.0","117.0,117.0",NA,Karitiana
KAR_2,NA,"117.0,117.0","176.0,172.0","131.0,131.0","244.0,244.0","125.0,125.0",NA,Karitiana
KAR_3,NA,"117.0,117.0","156.0,162.0","127.0,127.0","244.0,244.0","121.0,100.0",NA,Karitiana
KAR_4,NA,"109.0,117.0","156.0,156.0","127.0,131.0","248.0,252.0","125.0,117.0",NA,Karitiana
KAR_5,NA,"109.0,117.0","176.0,156.0","127.0,131.0","244.0,244.0","129.0,121.0",NA,Karitiana
KAR_6,NA,"109.0,109.0","162.0,176.0","127.0,127.0","252.0,244.0","121.0,117.0",NA,Karitiana
KAR_7,NA,"109.0,109.0","180.0,176.0","131.0,131.0","248.0,244.0","117.0,117.0",NA,Karitiana
KAR_8,NA,"109.0,109.0","172.0,156.0","127.0,127.0","244.0,248.0","121.0,117.0",NA,Karitiana
KAR_9,NA,"109.0,117.0","156.0,172.0","127.0,127.0","244.0,248.0","121.0,121.0",NA,Karitiana
KAR_10,NA,"109.0,109.0","156.0,156.0","131.0,127.0","244.0,244.0","117.0,100.0",NA,Karitiana
SOT_1,NA,NA,NA,NA,NA,NA,"15.2,13.2",Sotho- North
SOT_2,NA,NA,NA,NA,NA,NA,"19.0,15.2",Sotho- North
SOT_3,NA,NA,NA,NA,NA,NA,"17.0,17.0",Sotho- North
SOT_4,NA,NA,NA,NA,NA,NA,"14.2,10.2",Sotho- North
SOT_5,NA,NA,NA,NA,NA,NA,"15.0,15.2",Sotho- North
SOT_6,NA,NA,NA,NA,NA,NA,"15.0,13.2",Sotho- North
SOT_7,NA,NA,NA,NA,NA,NA,"14.2,14.2",Sotho- North
SOT_8,NA,NA,NA,NA,NA,NA,"13.2,15.0",Sotho- North
SOT_9,NA,NA,NA,NA,NA,NA,"16.0,11.2",Sotho- North
SOT_10,NA,NA,NA,NA,NA,NA,"10.2,15.2",Sotho- North
SOT_1,NA,NA,NA,NA,NA,NA,"13.2,14.2",Sotho- South 
SOT_2,NA,NA,NA,NA,NA,NA,"13.0,14.2",Sotho- South 
SOT_3,NA,NA,NA,NA,NA,NA,"16.2,13.0",Sotho- South 
SOT_4,NA,NA,NA,NA,NA,NA,"12.2,15.0",Sotho- South 
SOT_5,NA,NA,NA,NA,NA,NA,"15.0,16.2",Sotho- South 
SOT_6,NA,NA,NA,NA,NA,NA,"17.0,15.0",Sotho- South 
SOT_7,NA,NA,NA,NA,NA,NA,"15.2,17.2",Sotho- South 
SOT_8,NA,NA,NA,NA,NA,NA,"15.0,15.0",Sotho- South 
SOT_9,NA,NA,NA,NA,NA,NA,"14.2,14.2",Sotho- South 
SOT_10,NA,NA,NA,NA,NA,NA,"14.2,15.0",Sotho- South 
TSO_1,NA,NA,NA,NA,NA,NA,"11.2,14.2",Tsonga
TSO_2,NA,NA,NA,NA,NA,NA,"15.2,17.0",Tsonga
TSO_3,NA,NA,NA,NA,NA,NA,"11.2,15.2",Tsonga
TSO_4,NA,NA,NA,NA,NA,NA,"13.0,14.0",Tsonga
TSO_5,NA,NA,NA,NA,NA,NA,"13.0,14.2",Tsonga
TSO_6,NA,NA,NA,NA,NA,NA,"11.0,14.0",Tsonga
TSO_7,NA,NA,NA,NA,NA,NA,"15.2,14.2",Tsonga
TSO_8,NA,NA,NA,NA,NA,NA,"14.0,15.0",Tsonga
TSO_9,NA,NA,NA,NA,NA,NA,"15.2,14.0",Tsonga
TSO_10,NA,NA,NA,NA,NA,NA,"13.0,14.2",Tsonga
TSW_1,NA,NA,NA,NA,NA,NA,"13.2,16.0",Tswana
TSW_2,NA,NA,NA,NA,NA,NA,"13.2,15.2",Tswana
TSW_3,NA,NA,NA,NA,NA,NA,"16.0,16.0",Tswana
TSW_4,NA,NA,NA,NA,NA,NA,"15.2,17.0",Tswana
TSW_5,NA,NA,NA,NA,NA,NA,"14.2,16.0",Tswana
TSW_6,NA,NA,NA,NA,NA,NA,"14.2,13.2",Tswana
TSW_7,NA,NA,NA,NA,NA,NA,"11.2,16.2",Tswana
TSW_8,NA,NA,NA,NA,NA,NA,"17.0,16.2",Tswana
TSW_9,NA,NA,NA,NA,NA,NA,"16.2,13.0",Tswana
TSW_10,NA,NA,NA,NA,NA,NA,"13.2,16.0",Tswana
VEN_1,NA,NA,NA,NA,NA,NA,"13.2,15.0",Venda
VEN_2,NA,NA,NA,NA,NA,NA,"16.0,15.0",Venda
VEN_3,NA,NA,NA,NA,NA,NA,"14.2,13.2",Venda
VEN_4,NA,NA,NA,NA,NA,NA,"15.2,12.0",Venda
VEN_5,NA,NA,NA,NA,NA,NA,"14.2,13.2",Venda
VEN_6,NA,NA,NA,NA,NA,NA,"14.2,15.0",Venda
VEN_7,NA,NA,NA,NA,NA,NA,"14.0,15.2",Venda
VEN_8,NA,NA,NA,NA,NA,NA,"15.2,15.0",Venda
VEN_9,NA,NA,NA,NA,NA,NA,"14.2,15.0",Venda
VEN_10,NA,NA,NA,NA,NA,NA,"12.2,13.2",Venda
XHO_1,NA,NA,NA,NA,NA,NA,"13.0,14.2",Xhosa
XHO_2,NA,NA,NA,NA,NA,NA,"14.0,14.0",Xhosa
XHO_3,NA,NA,NA,NA,NA,NA,"15.0,12.0",Xhosa
XHO_4,NA,NA,NA,NA,NA,NA,"15.0,14.0",Xhosa
XHO_5,NA,NA,NA,NA,NA,NA,"10.2,10.0",Xhosa
XHO_6,NA,NA,NA,NA,NA,NA,"14.0,14.0",Xhosa
XHO_7,NA,NA,NA,NA,NA,NA,"15.0,14.0",Xhosa
XHO_8,NA,NA,NA,NA,NA,NA,"15.0,15.0",Xhosa
XHO_9,NA,NA,NA,NA,NA,NA,"15.2,12.0",Xhosa
XHO_10,NA,NA,NA,NA,NA,NA,"14.0,15.2",Xhosa
ZUL_1,NA,NA,NA,NA,NA,NA,"16.2,16.2",Zulu
ZUL_2,NA,NA,NA,NA,NA,NA,"15.0,16.0",Zulu
ZUL_3,NA,NA,NA,NA,NA,NA,"14.2,15.2",Zulu
ZUL_4,NA,NA,NA,NA,NA,NA,"16.2,13.2",Zulu
ZUL_5,NA,NA,NA,NA,NA,NA,"15.0,12.0",Zulu
ZUL_6,NA,NA,NA,NA,NA,NA,"13.2,12.0",Zulu
ZUL_7,NA,NA,NA,NA,NA,NA,"14.2,15.0",Zulu
ZUL_8,NA,NA,NA,NA,NA,NA,"13.2,14.2",Zulu
ZUL_9,NA,NA,NA,NA,NA,NA,"14.2,15.2",Zulu
ZUL_10,NA,NA,NA,NA,NA,NA,"15.0,12.0",Zulu
BAM_1,NA,NA,NA,NA,NA,NA,"14.2,11.2",Bamileke
BAM_2,NA,NA,NA,NA,NA,NA,"12.0,13.2",Bamileke
BAM_3,NA,NA,NA,NA,NA,NA,"12.2,11.2",Bamileke
BAM_4,NA,NA,NA,NA,NA,NA,"11.2,11.2",Bamileke
BAM_5,NA,NA,NA,NA,NA,NA,"10.0,12.0",Bamileke
BAM_6,NA,NA,NA,NA,NA,NA,"12.2,10.0",Bamileke
BAM_7,NA,NA,NA,NA,NA,NA,"12.2,12.0",Bamileke
BAM_8,NA,NA,NA,NA,NA,NA,"13.0,12.2",Bamileke
BAM_9,NA,NA,NA,NA,NA,NA,"12.2,11.2",Bamileke
BAM_10,NA,NA,NA,NA,NA,NA,"12.2,13.0",Bamileke
EWO_1,NA,NA,NA,NA,NA,NA,"13.0,12.2",Ewondo
EWO_2,NA,NA,NA,NA,NA,NA,"14.0,14.0",Ewondo
EWO_3,NA,NA,NA,NA,NA,NA,"14.0,14.0",Ewondo
EWO_4,NA,NA,NA,NA,NA,NA,"12.0,12.2",Ewondo
EWO_5,NA,NA,NA,NA,NA,NA,"13.0,12.0",Ewondo
EWO_6,NA,NA,NA,NA,NA,NA,"12.0,12.0",Ewondo
EWO_7,NA,NA,NA,NA,NA,NA,"12.2,13.0",Ewondo
EWO_8,NA,NA,NA,NA,NA,NA,"12.2,13.0",Ewondo
EWO_9,NA,NA,NA,NA,NA,NA,"13.0,12.0",Ewondo
EWO_10,NA,NA,NA,NA,NA,NA,"12.2,11.2",Ewondo
MBE_1,NA,NA,NA,NA,NA,NA,"13.0,13.0",Mbenzele
MBE_2,NA,NA,NA,NA,NA,NA,"11.2,11.2",Mbenzele
MBE_3,NA,NA,NA,NA,NA,NA,"11.2,13.0",Mbenzele
MBE_4,NA,NA,NA,NA,NA,NA,"13.0,13.2",Mbenzele
MBE_5,NA,NA,NA,NA,NA,NA,"12.2,12.0",Mbenzele
MBE_6,NA,NA,NA,NA,NA,NA,"11.0,13.0",Mbenzele
MBE_7,NA,NA,NA,NA,NA,NA,"12.2,11.2",Mbenzele
MBE_8,NA,NA,NA,NA,NA,NA,"13.0,11.0",Mbenzele
MBE_9,NA,NA,NA,NA,NA,NA,"11.2,12.2",Mbenzele
MBE_10,NA,NA,NA,NA,NA,NA,"10.0,11.0",Mbenzele
SAN_1,NA,NA,NA,NA,NA,NA,"14.0,14.0",Sanga
SAN_2,NA,NA,NA,NA,NA,NA,"13.0,10.0",Sanga
SAN_3,NA,NA,NA,NA,NA,NA,"10.0,12.0",Sanga
SAN_4,NA,NA,NA,NA,NA,NA,"11.0,13.2",Sanga
SAN_5,NA,NA,NA,NA,NA,NA,"11.2,11.2",Sanga
SAN_6,NA,NA,NA,NA,NA,NA,"13.2,12.0",Sanga
SAN_7,NA,NA,NA,NA,NA,NA,"10.2,14.2",Sanga
SAN_8,NA,NA,NA,NA,NA,NA,"13.0,12.0",Sanga
SAN_9,NA,NA,NA,NA,NA,NA,"14.0,15.0",Sanga
SAN_10,NA,NA,NA,NA,NA,NA,"12.0,12.0",Sanga
CAT_1,NA,NA,NA,NA,NA,NA,"13.0,11.0",Catalans
CAT_2,NA,NA,NA,NA,NA,NA,"12.0,14.0",Catalans
CAT_3,NA,NA,NA,NA,NA,NA,"11.0,11.0",Catalans
CAT_4,NA,NA,NA,NA,NA,NA,"12.2,11.0",Catalans
CAT_5,NA,NA,NA,NA,NA,NA,"13.2,12.2",Catalans
CAT_6,NA,NA,NA,NA,NA,NA,"11.0,11.2",Catalans
CAT_7,NA,NA,NA,NA,NA,NA,"12.2,11.0",Catalans
CAT_8,NA,NA,NA,NA,NA,NA,"14.2,12.2",Catalans
CAT_9,NA,NA,NA,NA,NA,NA,"12.2,14.0",Catalans
CAT_10,NA,NA,NA,NA,NA,NA,"12.0,12.2",Catalans
TAT_1,NA,NA,NA,NA,NA,NA,"10.2,12.0",Tatar
TAT_2,NA,NA,NA,NA,NA,NA,"14.0,15.0",Tatar
TAT_3,NA,NA,NA,NA,NA,NA,"13.0,12.2",Tatar
TAT_4,NA,NA,NA,NA,NA,NA,"12.0,11.2",Tatar
TAT_5,NA,NA,NA,NA,NA,NA,"13.2,13.0",Tatar
TAT_6,NA,NA,NA,NA,NA,NA,"15.0,11.0",Tatar
TAT_7,NA,NA,NA,NA,NA,NA,"12.2,13.2",Tatar
TAT_8,NA,NA,NA,NA,NA,NA,"11.2,11.2",Tatar
TAT_9,NA,NA,NA,NA,NA,NA,"12.0,10.2",Tatar
TAT_10,NA,NA,NA,NA,NA,NA,"11.0,14.2",Tatar
DRO_1,NA,NA,NA,NA,NA,NA,"10.0,10.2",Drokpa
DRO_2,NA,NA,NA,NA,NA,NA,"10.0,12.2",Drokpa
DRO_3,NA,NA,NA,NA,NA,NA,"11.0,10.2",Drokpa
DRO_4,NA,NA,NA,NA,NA,NA,"12.0,12.0",Drokpa
DRO_5,NA,NA,NA,NA,NA,NA,"10.2,10.2",Drokpa
DRO_6,NA,NA,NA,NA,NA,NA,"10.2,10.0",Drokpa
DRO_7,NA,NA,NA,NA,NA,NA,"12.0,11.2",Drokpa
DRO_8,NA,NA,NA,NA,NA,NA,"11.2,10.0",Drokpa
DRO_9,NA,NA,NA,NA,NA,NA,"11.2,11.2",Drokpa
DRO_10,NA,NA,NA,NA,NA,NA,"12.2,11.2",Drokpa
GOW_1,NA,NA,NA,NA,NA,NA,"11.2,14.0",Gowda
GOW_2,NA,NA,NA,NA,NA,NA,"12.0,11.2",Gowda
GOW_3,NA,NA,NA,NA,NA,NA,"13.0,11.2",Gowda
GOW_4,NA,NA,NA,NA,NA,NA,"13.0,10.2",Gowda
GOW_5,NA,NA,NA,NA,NA,NA,"13.0,11.2",Gowda
GOW_6,NA,NA,NA,NA,NA,NA,"14.0,12.0",Gowda
GOW_7,NA,NA,NA,NA,NA,NA,"11.0,11.2",Gowda
GOW_8,NA,NA,NA,NA,NA,NA,"11.2,15.0",Gowda
GOW_9,NA,NA,NA,NA,NA,NA,"11.0,12.0",Gowda
GOW_10,NA,NA,NA,NA,NA,NA,"10.2,10.2",Gowda
MUN_1,NA,NA,NA,NA,NA,NA,"13.0,15.0",Munda
MUN_2,NA,NA,NA,NA,NA,NA,"11.0,13.2",Munda
MUN_3,NA,NA,NA,NA,NA,NA,"16.0,14.2",Munda
MUN_4,NA,NA,NA,NA,NA,NA,"13.0,17.0",Munda
MUN_5,NA,NA,NA,NA,NA,NA,"13.2,13.0",Munda
MUN_6,NA,NA,NA,NA,NA,NA,"13.0,13.2",Munda
MUN_7,NA,NA,NA,NA,NA,NA,"13.2,13.0",Munda
MUN_8,NA,NA,NA,NA,NA,NA,"12.0,12.0",Munda
MUN_9,NA,NA,NA,NA,NA,NA,"14.2,11.0",Munda
MUN_10,NA,NA,NA,NA,NA,NA,"17.0,12.0",Munda
HUA_1,NA,NA,NA,NA,NA,NA,"13.0,12.2",Huastec
HUA_2,NA,NA,NA,NA,NA,NA,"11.2,11.0",Huastec
HUA_3,NA,NA,NA,NA,NA,NA,"15.0,11.0",Huastec
HUA_4,NA,NA,NA,NA,NA,NA,"12.0,11.0",Huastec
HUA_5,NA,NA,NA,NA,NA,NA,"11.0,12.0",Huastec
HUA_6,NA,NA,NA,NA,NA,NA,"10.2,11.0",Huastec
HUA_7,NA,NA,NA,NA,NA,NA,"11.0,12.2",Huastec
HUA_8,NA,NA,NA,NA,NA,NA,"11.0,11.0",Huastec
HUA_9,NA,NA,NA,NA,NA,NA,"11.2,11.2",Huastec
HUA_10,NA,NA,NA,NA,NA,NA,"13.2,11.2",Huastec
CAY_1,NA,NA,NA,NA,NA,NA,"13.0,13.2",Cayapa
CAY_2,NA,NA,NA,NA,NA,NA,"12.2,12.0",Cayapa
CAY_3,NA,NA,NA,NA,NA,NA,"11.2,13.2",Cayapa
CAY_4,NA,NA,NA,NA,NA,NA,"14.2,13.0",Cayapa
CAY_5,NA,NA,NA,NA,NA,NA,"11.2,13.2",Cayapa
CAY_6,NA,NA,NA,NA,NA,NA,"11.0,13.2",Cayapa
CAY_7,NA,NA,NA,NA,NA,NA,"14.2,12.2",Cayapa
CAY_8,NA,NA,NA,NA,NA,NA,"14.2,11.2",Cayapa
CAY_9,NA,NA,NA,NA,NA,NA,"11.0,13.0",Cayapa
CAY_10,NA,NA,NA,NA,NA,NA,"13.0,11.2",Cayapa
MAC_1,NA,NA,NA,NA,NA,NA,"11.2,11.2",Machiguenga
MAC_2,NA,NA,NA,NA,NA,NA,"12.0,13.2",Machiguenga
MAC_3,NA,NA,NA,NA,NA,NA,"11.2,11.2",Machiguenga
MAC_4,NA,NA,NA,NA,NA,NA,"12.2,11.2",Machiguenga
MAC_5,NA,NA,NA,NA,NA,NA,"11.2,11.2",Machiguenga
MAC_6,NA,NA,NA,NA,NA,NA,"12.2,11.2",Machiguenga
MAC_7,NA,NA,NA,NA,NA,NA,"11.2,12.0",Machiguenga
MAC_8,NA,NA,NA,NA,NA,NA,"11.2,12.0",Machiguenga
MAC_9,NA,NA,NA,NA,NA,NA,"11.2,11.2",Machiguenga
MAC_10,NA,NA,NA,NA,NA,NA,"12.0,12.0",Machiguenga
